Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
487,-0.76054-0.25414i,0.65425+0.21736i,-0.64939-0.21962i,-0.86924+0.21494i,0.15419+0.29208i,0.29343-0.21812i,0.28452-0.79839i,-0.7245+0.14833i,-0.36024+0.79491i,0.22318+0.35391i,0.29089-0.2234i,0.79376+0.72119i,0.35421+0.86321i,-0.2238+0.35521i,0.72385-0.22745i,0.36187+0.72214i,-0.22235+0.36121i,-0.2851-0.73085i,0.22111-0.86638i,-0.71735+0.15388i,-0.36495+0.29481i,0.22531+0.78851i,-0.21393+0.86263i,0.72469-0.15214i,-0.65003-0.30013i,0.64964+0.22111i,0.87023-0.2165i,0.35199+0.21329i,-0.73016-0.21512i,0.14798-0.79914i,0.8002-0.86172i,-0.65609-0.35321i,0.14142+0.22388i,0.80024+0.7972i,0.35588+0.86164i,0.78791-0.65993i,-0.65369+0.65111i,0.64801+0.87106i,0.36021+0.85626i,0.79054+0.85783i,0.35616-0.66105i,0.78812-0.87016i,-0.14983+0.66395i,0.21315+0.86873i,-0.21433+0.35349i,-0.79593+0.78808i,-0.35772+0.86369i,-0.28096+0.35204i,0.72883-0.72908i,0.86627-0.86691i,0.35086+0.66573i,0.78793+0.35895i,-0.6551+0.78785i,-0.36612+0.86153i,-0.78534-0.15192i,-0.35493+0.21184i,-0.28045-0.2159i,-0.79304-0.29215i,-0.35895-0.28595i,0.22371+0.7262i,0.28891+0.36288i,-0.21984-0.72885i,0.21863+0.14521i,-0.21728+0.29497i,0.7206+0.28725i,-0.64975+0.28284i,0.14363-0.7249i,-0.71893+0.14976i,0.14216-0.71565i,-0.71773+0.64551i,0.1458+0.86849i,0.80074+0.85681i,0.35353-0.15713i,0.78556-0.29558i,0.35626+0.21911i,0.78763-0.2167i,-0.14774+0.21377i,-0.79855-0.72352i,0.65552+0.14895i,-0.65042+0.79441i,0.64977-0.65914i,0.86641+0.14686i,0.35023+0.29353i,-0.72634+0.28492i,-0.35507-0.21585i,-0.28181+0.72468i,-0.79359-0.65169i,-0.35261-0.36305i,0.73111+0.22103i,-0.65645+0.28883i,-0.36271+0.79105i,0.22146+0.86224i,0.79484+0.35533i,0.85755+0.28339i,-0.65952-0.22054i,0.65187+0.7216i,0.36342-0.64709i,0.27899+0.14429i,-0.2172-0.21226i,-0.79703-0.7977i
488,-0.25441-0.2485i,0.21874-0.28473i,0.29002-0.78875i,0.79286-0.35233i,0.86216-0.28317i,0.35147-0.79152i,-0.72285+0.14873i,0.14364-0.71847i,0.7974+0.14956i,-0.65536-0.7194i,-0.36346+0.14828i,0.22127-0.7194i,-0.72043-0.86267i,-0.35934-0.34931i,0.22158-0.28031i,-0.72181-0.2858i,-0.35802-0.28266i,-0.78722-0.79315i,0.65446+0.65354i,-0.65301-0.142i,-0.36387+0.21748i,0.73335-0.72327i,0.36052+0.14922i,-0.72729-0.7178i,0.14364-0.35901i,0.29564+0.22526i,-0.22418+0.2916i,0.72447+0.78944i,-0.6568-0.15157i,0.14486-0.79891i,-0.21468+0.65765i,-0.79824-0.14572i,0.65608-0.79723i,-0.14506+0.15122i,-0.79969+0.29128i,0.14789+0.28474i,-0.2159-0.21968i,-0.28812-0.29345i,0.22113-0.79318i,-0.21828+0.65632i,-0.29319+0.35874i,0.7305-0.7331i,0.36119-0.35489i,0.78889+0.22279i,-0.15084+0.28697i,-0.79435-0.72174i,-0.35516-0.36173i,-0.79126+0.72973i,-0.86123+0.8636i,0.66033+0.85849i,-0.1427+0.34943i,0.21897-0.22285i,0.79545+0.72603i,0.86109-0.14481i,0.35445-0.79817i,-0.22048+0.14972i,-0.29257+0.2893i,-0.79335+0.28437i,0.65537+0.28676i,-0.64922-0.72457i,-0.35996-0.35867i,-0.27983+0.22389i,-0.79435+0.28949i,-0.35776-0.21756i,0.22458+0.72078i,-0.21616+0.86457i,0.72015-0.65845i,0.36171+0.14424i,-0.22704+0.79622i,0.72798-0.65732i,-0.14381+0.64936i,-0.79794+0.36409i,-0.86094+0.79316i,-0.35362-0.65711i,-0.28215+0.14293i,0.21922+0.29705i,-0.72702-0.72876i,-0.3616-0.35824i,-0.28367-0.78826i,-0.79356+0.65305i,-0.35182+0.36332i,0.22523+0.28226i,0.28605-0.72654i,0.286+0.65119i,-0.22136+0.86635i,-0.79658-0.65426i,0.14921+0.6519i,-0.21476+0.86647i,-0.29114-0.15756i,0.21604+0.21093i,0.79477+0.28983i,0.35493-0.22426i,-0.22117-0.79255i,0.72342-0.86059i,0.86438-0.35607i,-0.15743+0.22393i,0.71935+0.79221i,0.86673+0.35827i,-0.15268-0.72865i,-0.80132+0.148i
489,0.75889+0.75602i,-0.14715-0.65631i,0.21726-0.86666i,-0.7224+0.15113i,0.14874-0.216i,0.80228+0.72237i,-0.14699+0.86139i,-0.80194+0.35412i,0.15096+0.28458i,0.29552-0.72461i,0.28324-0.35665i,-0.72725-0.28426i,-0.86169+0.21694i,0.65967+0.7912i,-0.14233+0.86193i,0.7205-0.6605i,0.36414-0.86428i,-0.73013-0.85727i,0.65322+0.15624i,0.3619+0.79685i,0.28573+0.35691i,-0.22387-0.22306i,-0.2896+0.72495i,0.72477+0.36289i,0.86729+0.28268i,0.8572+0.28722i,-0.65974-0.22136i,0.14154+0.21678i,0.29201-0.21612i,0.28718-0.2933i,-0.7275+0.72854i,-0.86636-0.65496i,-0.85957-0.36058i,-0.34795+0.72873i,-0.28449+0.86234i,-0.79421-0.15329i,0.14787+0.21416i,-0.72052+0.80074i,-0.3566-0.14996i,-0.78799-0.80073i,-0.86125+0.14928i,-0.35005-0.21306i,-0.27987+0.21622i,0.72643+0.79408i,-0.65192-0.66014i,-0.36751-0.86902i,-0.2855-0.85794i,0.21964-0.35021i,0.29086-0.28416i,-0.21808+0.22016i,-0.28927+0.28936i,0.7255-0.22307i,0.35825+0.72423i,0.7834+0.86707i,-0.65724-0.15153i,-0.87159+0.21104i,0.15688+0.79439i,-0.21577+0.35315i,-0.28972-0.22344i,-0.78609+0.22053i,0.15222+0.79214i,-0.21299-0.65433i,0.2146-0.87193i,0.28645+0.14853i,0.28441+0.29296i,0.28828+0.79192i,-0.72245-0.65891i,0.14734+0.64685i,-0.71617+0.86516i,-0.36064-0.66158i,0.73279+0.64943i,0.35636+0.36346i,0.28373-0.2263i,0.28094-0.28595i,0.79228+0.2188i,0.86323-0.72283i,0.35079+0.14788i,-0.72936-0.21367i,0.14459+0.72329i,0.79943-0.64855i,0.85981+0.64927i,-0.66283-0.14263i,-0.36295+0.2103i,-0.7897+0.79179i,-0.8569+0.35456i,-0.85962+0.79319i,-0.86155-0.65873i,-0.85833+0.14184i,0.15298+0.29347i,-0.72011-0.72478i,-0.35911+0.64993i,-0.28084-0.64692i,0.21756-0.35868i,-0.21414-0.2816i,-0.79341+0.22179i,-0.35686-0.72132i,0.2234-0.86118i,-0.72354-0.8581i,0.65267-0.35112i,0.86961+0.22096i
490,-0.56802+0.5642i,0.49027+0.64482i,0.6492-0.48863i,0.63846-0.64958i,-0.49511-0.6409i,0.48297+0.4925i,-0.4814+0.64705i,0.48468+0.64061i,-0.47958+0.64253i,0.48671+0.63642i,-0.48008+0.63491i,-0.64816+0.64009i,0.49141+0.64379i,0.64776+0.64147i,-0.49399+0.64146i,-0.64471-0.48765i,-0.63834+0.48239i,0.49096-0.48417i,-0.4858+0.4847i,-0.64566-0.48461i,-0.64204+0.47891i,-0.63981-0.48189i,0.49247-0.64981i,0.64639-0.64179i,0.63766-0.63927i,0.63874-0.63877i,0.64014+0.48962i,0.6414-0.48465i,-0.49375+0.4802i,0.48337+0.65i,-0.48569-0.49249i,-0.64905-0.64725i,-0.63841+0.49181i,0.48738-0.48497i,-0.47987+0.48586i,0.48643+0.64698i,0.64712-0.48943i,0.639+0.48281i,0.63565+0.64937i,0.64223+0.6387i,-0.49222+0.63826i,0.48614+0.64053i,-0.48138+0.63832i,0.48469-0.4929i,0.64741+0.48374i,0.6385+0.64675i,0.63886-0.49138i,0.6367+0.48242i,-0.49206-0.48507i,-0.64302+0.48394i,-0.63713+0.6478i,-0.64102+0.64194i,0.48858+0.64209i,-0.48622-0.49003i,-0.6495-0.64166i,-0.64142-0.6352i,-0.64163-0.6393i,0.49328-0.63737i,0.64878-0.63833i,-0.48842+0.49265i,-0.64355-0.48282i,-0.63977-0.65013i,0.49142-0.64075i,0.64422+0.49168i,-0.49431+0.64928i,-0.64489+0.64034i,0.49022-0.48844i,0.64644+0.48398i,0.63618-0.48504i,-0.49014-0.65157i,0.48417-0.63866i,-0.48357+0.49052i,0.48506-0.48346i,0.64853-0.64653i,0.63538+0.49298i,0.63939+0.64753i,0.63784-0.49053i,-0.49151+0.48513i,-0.65087+0.64454i,0.49108-0.48902i,0.65002-0.64894i,0.6387+0.4912i,-0.49625+0.64551i,0.48477-0.49064i,0.64604-0.64482i,0.64353-0.63843i,-0.49896-0.64002i,-0.64406-0.63998i,-0.64107+0.49197i,-0.63854-0.47924i,-0.64187+0.48682i,0.49399+0.6461i,-0.48596+0.63378i,-0.65276-0.49246i,0.49128+0.48258i,-0.47935+0.64635i,0.48528-0.49537i,-0.48658-0.64185i,0.48397+0.49342i,-0.48458+0.64491i
491,-0.56684+0.56686i,-0.64624-0.48791i,0.48971+0.48186i,0.64594-0.48344i,0.64276+0.48357i,-0.49205+0.64542i,0.48227-0.49393i,0.646+0.48267i,-0.49246+0.64628i,0.48762+0.64006i,-0.48016-0.49153i,0.48084-0.64789i,-0.486+0.49101i,0.48356+0.64366i,-0.48614-0.48925i,0.48617-0.64845i,-0.48087+0.48976i,-0.64584+0.64506i,0.48923-0.49195i,-0.48099-0.6458i,-0.64445+0.49565i,0.49737+0.6473i,0.64462-0.49102i,-0.48969+0.48745i,0.4832-0.48147i,-0.48355+0.48485i,0.48814-0.48243i,0.64835+0.48131i,0.63982-0.48053i,0.63544+0.48537i,0.6416-0.48727i,-0.49141+0.48541i,0.48717-0.48677i,0.64972+0.48437i,-0.49069+0.64631i,-0.65012+0.64109i,0.49642+0.63969i,-0.48609+0.6396i,-0.64863+0.63852i,0.4893+0.64235i,-0.48508-0.49168i,0.48334-0.64986i,0.64687+0.48971i,0.64054+0.64414i,-0.48708-0.49196i,-0.64711-0.64822i,0.49469+0.49004i,-0.48592+0.65226i,-0.64676+0.63631i,-0.63906-0.49229i,0.48746+0.48408i,0.64999+0.64835i,0.6428-0.49054i,-0.49646+0.48313i,0.48428-0.4829i,-0.48347-0.64496i,0.48532+0.48796i,-0.48655+0.64616i,0.48116-0.49446i,0.64702+0.48312i,-0.49774-0.48493i,-0.6466-0.64797i,0.49696-0.64056i,-0.48496+0.49077i,0.48318+0.64612i,-0.48227-0.49038i,0.47919-0.645i,0.64722-0.6388i,0.6375-0.6416i,-0.49006+0.48854i,0.48659-0.48873i,-0.48404-0.64821i,-0.64684+0.48992i,-0.638+0.65081i,0.49171-0.49442i,0.65135+0.48324i,0.64065-0.48154i,-0.49506-0.64735i,-0.65192-0.63793i,0.49046+0.49235i,-0.48708-0.48533i,-0.6467+0.48095i,0.48966+0.64274i,-0.48604-0.49301i,-0.64439+0.48164i,-0.64086-0.48747i,0.49064+0.48335i,0.64147+0.64765i,-0.49269-0.48882i,0.4826-0.6451i,0.64856-0.64231i,0.64055-0.63678i,-0.48965+0.49008i,0.48244+0.65i,0.64773-0.49307i,-0.4906-0.64514i,0.47871+0.49206i,-0.48468+0.6483i,-0.64653+0.64195i,0.48806-0.48818i
492,-0.2521+0.25102i,0.72378+0.79444i,0.36009+0.86188i,-0.22871-0.66226i,0.72047-0.36128i,0.86204-0.79036i,0.85886+0.65781i,-0.15058+0.87266i,0.21388-0.66083i,0.80039-0.36263i,0.35265+0.73184i,-0.22654-0.14774i,-0.28987+0.71988i,-0.28439+0.36181i,-0.79448-0.22378i,-0.8615+0.21412i,0.15653-0.21587i,-0.71811+0.21657i,-0.86701-0.21534i,-0.85693+0.21214i,0.14842-0.71976i,0.7951-0.35913i,-0.6551-0.78645i,-0.86657-0.35227i,0.15344-0.78814i,-0.71558+0.14639i,-0.86645-0.71765i,0.15425+0.14868i,-0.72252-0.21048i,-0.8655-0.29267i,0.14984-0.28737i,0.80092+0.21669i,-0.65719-0.21251i,-0.86826+0.21584i,0.66034-0.22046i,-0.14329-0.28432i,-0.79608+0.21996i,-0.86185-0.21679i,0.15433+0.719i,0.80057-0.14644i,-0.15421+0.21398i,-0.29225-0.21456i,-0.79379+0.71985i,-0.86375-0.14829i,-0.35573+0.72185i,0.223+0.35749i,-0.71742-0.72944i,0.65226+0.65215i,-0.1448-0.14523i,-0.80159+0.71944i,0.65781+0.8654i,-0.64889+0.35511i,0.14071+0.28341i,-0.71574+0.2893i,0.14852+0.79206i,-0.7192+0.86296i,0.65703+0.35173i,0.36173-0.22314i,0.28532-0.79551i,-0.72854+0.15098i,-0.36067+0.29532i,-0.28369+0.79576i,0.22197-0.65815i,0.79735+0.65139i,-0.65632-0.14438i,-0.36681+0.71441i,0.72935-0.65503i,0.35986-0.8698i,0.2843+0.15148i,0.28467-0.72423i,-0.2191-0.36585i,-0.79658+0.22333i,0.14773-0.21749i,-0.21197+0.2186i,0.2211+0.79882i,-0.72268+0.35483i,0.65238-0.22114i,-0.14118+0.72125i,0.21486+0.35877i,-0.21814+0.78847i,0.72155-0.14924i,0.36334-0.79867i,0.78532-0.86283i,0.35715+0.15488i,0.28646+0.79802i,0.28979-0.15177i,-0.21721+0.7154i,0.21858-0.1479i,0.79543-0.2915i,0.85923+0.22078i,-0.65951+0.79692i,0.14811+0.86412i,0.80121+0.35028i,0.35313-0.2193i,-0.22584+0.72447i,-0.7974+0.35667i,0.65974+0.78851i,0.87103-0.6534i,0.85359+0.64766i,0.35226+0.87169i
493,0.25071+0.75844i,-0.72619-0.65276i,-0.36173-0.86977i,0.72765-0.35173i,0.86186-0.7881i,-0.15381-0.35436i,-0.29206+0.22404i,0.72119+0.79562i,-0.65777+0.86265i,0.14294+0.34842i,0.79893-0.72858i,-0.6555-0.86557i,0.13992+0.14733i,0.79801-0.21557i,-0.66003-0.7934i,-0.36876-0.35488i,-0.28177+0.22372i,0.2203+0.28838i,0.29047+0.28479i,-0.7244-0.217i,-0.86532-0.28455i,0.15523+0.72507i,0.79733-0.6544i,0.85551-0.86951i,-0.66179-0.35404i,0.64971+0.7273i,0.36243-0.14682i,-0.72855+0.72142i,0.65228-0.14301i,-0.14037-0.79839i,0.71792-0.86255i,0.86789+0.65971i,-0.1546+0.86554i,0.72053-0.15724i,0.36243-0.79901i,-0.72779-0.35417i,0.65187+0.22265i,0.86423-0.7245i,-0.15566-0.86908i,0.21387+0.15349i,0.2928+0.29128i,-0.72371-0.72222i,0.65024-0.35751i,0.87259-0.79071i,-0.15654+0.65699i,-0.79844-0.64443i,-0.86304+0.65066i,-0.3538+0.87096i,0.22764+0.35318i,-0.72087-0.22455i,0.14815-0.28974i,0.80091-0.78889i,0.86098-0.35583i,-0.15463-0.78803i,-0.79897-0.35888i,0.65683-0.28417i,0.86912-0.28693i,-0.66172+0.21901i,0.65336-0.2182i,0.86281+0.7206i,-0.15795-0.65207i,0.71839+0.6485i,-0.14669-0.64535i,-0.29367+0.64885i,0.72791+0.86625i,0.36139+0.85684i,-0.22267+0.35367i,-0.79762+0.282i,-0.86003-0.7286i,-0.35434+0.14849i,0.73117-0.21088i,-0.14915+0.22006i,-0.80024-0.21813i,-0.35301-0.79592i,-0.78731-0.8622i,-0.35399+0.15498i,-0.28506+0.79966i,0.2183+0.85956i,0.28734+0.85532i,-0.21691+0.85671i,-0.28673+0.35184i,-0.28986-0.22394i,0.72689+0.22259i,-0.14395+0.28678i,-0.29401-0.22222i,0.21785-0.79524i,0.79497+0.65569i,0.86203+0.87067i,-0.66267+0.3504i,0.14612+0.78749i,-0.72033-0.65261i,-0.86458+0.65124i,-0.3561+0.36178i,0.219+0.28302i,-0.21687+0.28692i,0.21854-0.7301i,0.79122+0.14818i,-0.65332+0.29444i,-0.86722+0.788i,0.65768-0.65417i
494,0.86209-0.86342i,0.98328+0.74123i,-0.2611+0.74198i,0.31444+0.69716i,0.42427-0.78119i,0.41888+0.2491i,-0.073154+0.92057i,-0.38909-0.0065173i,0.57008+0.84262i,-0.28427-0.0022483i,-0.91792-0.39587i,-0.98233-0.66738i,-0.23561-0.94851i,-0.13658-0.23975i,0.34979-0.63028i,-0.56806-0.94776i,-0.70649+0.0081615i,0.78703+0.15055i,-0.24435+0.87838i,0.80402+0.24351i,0.98631+0.62785i,-0.25988-0.5357i,-0.4267+0.036018i,-0.91103+0.88781i,-0.23831-0.0048212i,0.11353+0.34589i,-0.35137-0.56543i,-0.91446+0.77634i,0.25509+0.98775i,0.43002-0.25948i,0.17415-0.92275i,-0.60328+0.25569i,-0.94884+0.42723i,-0.97861-0.57004i,-0.73286+0.7803i,-0.20555+0.9857i,-0.87838+0.97885i,0.0053661+0.23082i,-0.10172+0.8756i,0.10652+0.98181i,0.88134+0.48423i,0.73485-0.07796i,0.69674-0.63339i,0.20361+0.04211i,0.13985-0.10231i,0.87992-0.88346i,0.48684-0.98401i,0.90899-0.48157i,-0.25651+0.077981i,0.31144+0.39539i,-0.56389+0.41309i,0.7717+0.91037i,0.49279-0.74539i,-0.32528+0.00051128i,-0.4224+0.6436i,-0.42109+0.45253i,-0.91447+0.16846i,0.2566+0.13806i,-0.30999+0.13691i,0.31574-0.85077i,0.91672-0.98514i,-0.25152-0.97716i,0.80919-0.97041i,0.49457-0.97736i,0.41597+0.50198i,-0.57543+0.95275i,0.53113+0.48396i,-0.77558+0.16915i,-0.74175-0.60621i,-0.45116-0.45487i,-0.16843-0.17308i,-0.88168+0.10676i,0.50285+0.87947i,-0.036239+0.98077i,-0.14284-0.010429i,0.59833+0.84383i,-0.5358-0.25002i,-0.71021+0.31035i,0.28464+0.67679i,-0.31403-0.53833i,-0.17444+0.52776i,0.11354+0.21248i,0.63332+0.38291i,0.45418+0.41927i,-0.33024-0.072755i,0.31801-0.88312i,0.91493-0.24403i,-0.0056043+0.11523i,-0.63813-0.84596i,-0.20562-0.48942i,0.35833-0.66358i,-0.31664+0.78311i,-0.67625+0.49095i,-0.95014-0.32584i,0.0079852-0.91745i,0.89029+0.74552i,-0.25092+0.24647i,0.067631+0.87571i,0.87973+0.73384i,0.73252+0.94653i
495,-0.86101+0.61391i,-0.98194+0.94457i,0.25778+0.97766i,0.42777+0.72642i,0.90994+0.69705i,-0.75014-0.29003i,-0.24685-0.1806i,0.60863+0.60566i,-0.78144-0.77897i,0.743+0.00088887i,0.99234-0.84357i,0.97293+0.25033i,0.48243-0.062011i,-0.81907+0.3524i,-0.98313+0.42192i,0.75108+0.90741i,-0.73892-0.74497i,0.24612-0.98826i,-0.80887-0.97785i,0.74387+0.012986i,0.0034426+0.64306i,-0.88413-0.28899i,0.74547+0.80648i,0.49452+0.7387i,-0.57425-0.045072i,-0.20852-0.14086i,0.60313-0.38834i,-0.28405-0.66556i,0.070989+0.78238i,0.63587+0.98433i,0.45103+0.97229i,-0.076642+0.97519i,0.59853+0.9758i,-0.52998+0.73057i,-0.70593+0.93859i,-0.94423+0.4842i,-0.23919-0.82387i,-0.38094+0.0026212i,-0.6672-0.34645i,-0.69665-0.17774i,0.53865+0.6007i,-0.036032-0.28735i,0.10165-0.92288i,-0.84842-0.24328i,-0.24667-0.87532i,0.60378+0.74514i,-0.53273-0.24765i,0.28069+0.56038i,-0.06565-0.27907i,-0.39596+0.31303i,-0.41949+0.66937i,0.56807+0.69881i,0.94882-0.040887i,-0.50249+0.10079i,-0.21291-0.60116i,-0.8765+0.77592i,0.74493-0.49814i,0.74148+0.77165i,0.44873-0.73854i,-0.8138-0.24718i,-0.4935-0.38323i,-0.66294+0.079728i,0.78181+0.63415i,0.98431+0.94858i,-0.25838-0.25667i,0.064945-0.9195i,-0.59903+0.50391i,0.77637-0.5264i,-0.49442+0.28444i,-0.70905+0.42737i,0.783-0.076352i,0.49506+0.84177i,0.16486+0.98456i,0.63276-0.0079434i,0.70492+0.10134i,-0.78403+0.14095i,0.74061+0.63202i,0.49681+0.4526i,-0.81678+0.9106i,-0.49268-0.25121i,-0.90941-0.42676i,0.0041348+0.81679i,-0.10415-0.73849i,-0.63586-0.98955i,-0.20608+0.50461i,0.84992+0.95527i,-0.49783-0.75074i,-0.95338-0.49617i,-0.98331-0.66274i,-0.48465-0.696i,0.57385+0.044435i,-0.53211+0.63713i,0.52424-0.03944i,0.20971-0.38874i,0.38044-0.6669i,-0.072412+0.53827i,0.84308-0.28182i,-0.74408+0.069091i,0.24349+0.88427i,-0.80826-0.49865i
496,0.25771-0.25477i,0.28803+0.72539i,0.28748+0.35793i,0.28866-0.7311i,-0.72383+0.14585i,0.14738-0.72111i,-0.71714+0.65403i,-0.36166-0.65095i,0.73052-0.36323i,0.35884+0.72806i,0.78792+0.35845i,0.86038-0.223i,0.85596-0.29048i,-0.66381-0.29001i,0.64809-0.28696i,0.36341+0.72582i,0.28631+0.36238i,-0.21984-0.72838i,0.72522-0.86089i,-0.65393-0.34953i,-0.86968+0.7239i,0.15451+0.3619i,0.294-0.22255i,-0.2219-0.29014i,0.21559-0.28815i,-0.21335+0.72598i,-0.79596+0.36208i,0.14788-0.22038i,0.2904+0.72563i,0.78912-0.65591i,0.86626-0.3623i,-0.66136-0.28267i,0.14608+0.22235i,-0.71731-0.72221i,-0.86632+0.14609i,0.66124+0.29532i,-0.64899+0.2876i,0.14247-0.21562i,-0.7179+0.21691i,-0.36021-0.72246i,-0.78785-0.86867i,-0.35785+0.15583i,-0.28138-0.71592i,-0.78963+0.14785i,0.65794-0.21i,-0.1397-0.29142i,-0.79603+0.72264i,-0.35587-0.15101i,0.72494+0.21218i,-0.14512+0.28947i,-0.29206-0.72334i,-0.79236+0.65268i,-0.35422-0.14389i,0.21882+0.21511i,0.79638+0.79888i,0.35782-0.15394i,-0.72618-0.29337i,0.64711-0.28513i,0.86464-0.28653i,-0.66071+0.21885i,0.13937-0.72449i,0.79957-0.3616i,0.35327+0.22002i,-0.73081-0.72382i,0.14268+0.65224i,-0.72007-0.65007i,-0.35875+0.64712i,0.73136-0.14392i,-0.14369-0.7991i,0.71845+0.15258i,-0.1499+0.29724i,0.72176-0.22239i,0.35833-0.28876i,-0.22009+0.21996i,0.2195+0.79056i,0.28993+0.86117i,0.28581+0.35723i,0.79228-0.73323i,0.86275+0.14668i,0.86137-0.71928i,-0.65944-0.86668i,0.14253+0.66078i,-0.71876-0.65119i,-0.35972+0.14315i,-0.78611+0.79542i,-0.86398-0.15123i,-0.85774+0.21596i,-0.85852-0.21143i,0.66034-0.28976i,0.36226+0.72809i,0.2817-0.65402i,-0.7231+0.64892i,0.65424-0.64945i,0.3624+0.64979i,0.78815-0.14736i,0.8606+0.72193i,-0.65702+0.86391i,0.64814+0.85927i,0.36519+0.85724i,-0.73061-0.65792i
497,-0.5678+0.56281i,0.48547+0.64631i,0.64447+0.64365i,-0.49142-0.49044i,-0.6485-0.64492i,-0.64035-0.64214i,0.49039-0.63976i,-0.4861+0.49039i,-0.64796+0.64596i,0.49171+0.63624i,-0.48574-0.49361i,-0.64501+0.48225i,0.49313+0.65147i,-0.48044+0.64217i,0.48515+0.63825i,0.64955+0.64243i,-0.49323+0.63606i,0.48646-0.4923i,0.64684+0.48144i,0.63993-0.48941i,0.64065+0.48936i,-0.48764-0.48289i,0.48075-0.64176i,-0.47907-0.64326i,-0.65269+0.49314i,-0.64283+0.64887i,-0.64071+0.63881i,-0.63744-0.49089i,0.48885+0.48438i,-0.4814+0.65429i,-0.65048+0.63576i,-0.64197-0.48609i,0.49274+0.48311i,0.64792-0.48409i,0.64046+0.48506i,0.63735-0.48311i,-0.4907-0.64551i,0.47962-0.64078i,-0.48442+0.49368i,-0.65163-0.48603i,0.49566-0.64822i,-0.48565-0.64178i,-0.64508+0.49296i,-0.63815+0.64665i,-0.63545-0.49526i,-0.64145-0.64469i,0.49038+0.49288i,-0.48604+0.64863i,0.48512-0.49387i,-0.48246-0.64979i,0.4826+0.494i,-0.48404+0.64556i,-0.64457-0.49026i,0.49179+0.48505i,0.64622-0.48177i,0.63967+0.48165i,-0.49169+0.64661i,0.48431+0.63838i,0.64775-0.49171i,-0.48799-0.64622i,0.48094-0.63652i,0.64588+0.49152i,0.64183+0.6495i,0.63795-0.49187i,-0.48877-0.64519i,-0.64282+0.49674i,-0.64138+0.64668i,0.49235-0.4898i,-0.48488-0.64771i,0.48466+0.49412i,-0.48208+0.64719i,0.4792-0.49001i,0.64625+0.4861i,0.63773-0.48341i,-0.4887-0.64585i,-0.64738-0.63805i,-0.64074+0.49165i,0.49275+0.6484i,0.64637+0.63806i,0.63493-0.49211i,-0.49522-0.64616i,0.48214-0.63872i,0.65081+0.48985i,-0.49147-0.48237i,0.4874-0.6456i,-0.48261-0.63725i,0.48446-0.64159i,0.64869-0.63861i,0.63614-0.64054i,-0.49055+0.48985i,-0.64939-0.48652i,0.4892-0.64783i,0.64753-0.63874i,0.63877-0.6392i,-0.49198-0.64173i,-0.64612+0.49289i,-0.63845+0.64659i,0.48948+0.63903i,0.64436+0.63863i,-0.49226-0.4971i
