Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
1311,0.37091-0.37472i,-0.81088-0.42385i,-0.48983-0.66777i,-0.66305-0.94489i,0.039632-0.48954i,0.14348+0.080687i,-0.59908+0.88667i,-0.70468+0.2423i,-0.44806+0.62934i,-0.17219+0.94504i,-0.13676+0.97757i,-0.38549-0.25808i,0.070564+0.31417i,0.1408-0.56036i,0.88055+0.5286i,0.98243-0.53105i,-0.75144+0.28493i,0.73911+0.66801i,0.7438-0.29145i,-0.53575+0.31305i,-0.21621+0.6699i,-0.87862-0.78026i,-0.98174-0.24279i,0.50577+0.1134i,-0.77609+0.13611i,0.24637+0.62871i,0.67684+0.70328i,0.20412-0.28761i,-0.85475+0.80741i,-0.2368-0.73707i,-0.62679-0.49418i,-0.7032-0.90747i,0.043495-0.48877i,0.14538-0.90968i,0.38502-0.98016i,-0.07557-0.48439i,-0.63722+0.56931i,0.78203-0.035144i,-0.24414-0.88386i,-0.18409-0.98228i,0.35387+0.74979i,0.91873+0.74372i,-0.25475+0.20121i,0.067063+0.38417i,-0.35025-0.073125i,0.81069+0.10376i,0.74275+0.14475i,0.44971-0.84696i,-0.077022+0.0079039i,0.59884+0.39153i,0.95256+0.91631i,0.73134+0.73501i,0.69823-0.043818i,0.69657-0.63833i,-0.28808-0.4566i,0.31644-0.91157i,0.91664+0.25274i,-0.75318-0.55813i,-0.99229-0.45492i,-0.47956-0.41854i,0.32465+0.070479i,-0.06746+0.88292i,-0.63359+0.98333i,0.78283+0.23191i,0.74245-0.3598i,0.45411+0.071564i,-0.08085+0.39165i,-0.39022+0.17398i,-0.91449-0.35659i,0.75035+0.32118i,0.49392+0.67045i,0.4148+0.70136i,0.17392-0.78567i,-0.60419-0.49594i,-0.20741-0.17229i,-0.13389+0.60186i,-0.13736+0.45761i,-0.14083-0.32345i,-0.63311+0.81004i,0.04133+0.986i,-0.84103+0.72983i,-0.7356+0.69477i,0.53669-0.53642i,0.45849-0.95139i,-0.075857-0.23689i,0.35074+0.85536i,0.91869+0.74004i,0.73847+0.44765i,0.20397-0.32163i,-0.1101+0.566i,0.10641-0.77724i,-0.10178-0.00069276i,-0.14029-0.10012i,0.35359-0.63233i,0.42492-0.20673i,-0.32346-0.62376i,-0.42825+0.041712i,-0.91059-0.83813i,-0.73228+0.0040705i,-0.94371+0.88481i,3
1312,-0.56523+0.56695i,-0.64117+0.6447i,-0.64382-0.489i,0.4905-0.64861i,-0.48269+0.49814i,-0.64787+0.65013i,0.49364+0.63624i,-0.48693-0.49408i,0.48583+0.48443i,0.64753-0.48067i,0.63875+0.47728i,0.64284+0.64817i,0.64238-0.49429i,-0.49274-0.64702i,-0.64512+0.49338i,-0.64023-0.48822i,-0.63845-0.64474i,-0.6437+0.49486i,-0.6395+0.64626i,0.48999-0.48974i,-0.48263-0.64542i,0.47717+0.48928i,-0.48623-0.48266i,0.48042+0.47797i,0.64818-0.48485i,-0.49035+0.48208i,0.47922-0.48393i,0.64762+0.48508i,0.64041-0.48338i,-0.49622-0.64871i,0.48533+0.48987i,-0.48452-0.48289i,0.48753-0.64887i,-0.48281-0.63926i,0.48474+0.48927i,-0.48451+0.64334i,0.48156-0.49014i,-0.48135+0.48362i,-0.64721+0.64873i,0.48937+0.64051i,0.64759-0.49555i,-0.49066-0.6474i,-0.65131-0.63868i,0.4946+0.49032i,0.64561+0.6482i,0.63852+0.63994i,-0.49014+0.6385i,0.48425-0.49124i,-0.48542+0.48209i,0.48194-0.48373i,0.6456-0.64635i,-0.49421+0.49135i,0.48533+0.64783i,0.64371+0.63776i,0.64301-0.48547i,0.63784-0.64687i,0.63914-0.63894i,0.64411-0.63915i,-0.49172+0.49265i,0.48388+0.64728i,-0.48522-0.49433i,-0.64721+0.48057i,0.49162+0.64697i,-0.48529+0.63933i,-0.64395+0.63952i,-0.63976+0.63611i,0.49461+0.6406i,0.64544-0.49554i,-0.49128-0.64413i,-0.64238+0.49306i,0.4927+0.64489i,-0.48625+0.63851i,0.48423+0.63996i,0.64554+0.64013i,-0.49146+0.64105i,-0.64779+0.6431i,0.48561+0.63854i,0.64354+0.64139i,0.63702-0.49524i,0.64011+0.48274i,0.64111-0.48392i,0.6412-0.64504i,-0.49205+0.49433i,0.48542-0.48518i,0.64921-0.6468i,0.64078+0.49489i,-0.49055+0.65099i,0.47949+0.63648i,-0.48363+0.64163i,0.48404-0.48762i,-0.48596+0.48386i,0.48555-0.48468i,0.64595+0.48i,-0.48837-0.48632i,-0.6458+0.48231i,0.48996+0.64777i,-0.48298-0.49116i,0.48377-0.6454i,0.64889-0.6347i,-0.49144+0.49212i,1
1313,-0.25045+0.75894i,0.72385-0.64928i,-0.1476-0.35916i,0.72085-0.28131i,0.86443-0.79513i,-0.65978+0.1525i,0.64907-0.71779i,0.36336-0.86516i,0.78717-0.85975i,-0.14745+0.66075i,-0.29516-0.64726i,-0.28492+0.64599i,0.7241-0.13852i,-0.14487-0.80081i,-0.28966+0.14842i,-0.78903+0.79659i,-0.35813+0.86025i,0.22003-0.15168i,-0.72569-0.80041i,0.1427-0.35665i,0.79907+0.73118i,0.8602-0.65357i,-0.65991+0.14502i,-0.3623+0.29438i,-0.28358-0.21667i,-0.2866-0.28782i,-0.28893+0.22682i,-0.28513-0.72224i,-0.28475+0.65559i,-0.78907-0.64776i,0.65923+0.1372i,-0.14658-0.71806i,0.21076-0.86968i,0.28956+0.15326i,-0.2202+0.29401i,-0.79689-0.21826i,0.65629-0.79482i,0.86579-0.85896i,-0.15411-0.35401i,-0.80055+0.22582i,-0.86338-0.72074i,-0.85807-0.86346i,0.65532-0.85657i,0.36163-0.85874i,0.28378+0.15564i,-0.72364+0.79681i,-0.86659-0.65368i,-0.3509-0.36064i,-0.28184-0.28249i,0.22513+0.7242i,0.29068-0.65398i,-0.22004+0.14449i,-0.28947-0.71812i,-0.28933-0.86626i,0.22267+0.66042i,0.2903+0.36007i,-0.72495-0.73078i,0.65452-0.35579i,0.36169-0.28495i,0.78755-0.79017i,0.8578-0.35137i,-0.15435-0.79205i,0.21113-0.8599i,0.79422+0.15658i,0.35472-0.21118i,0.28274+0.72506i,-0.21613-0.14761i,0.21649+0.7186i,-0.71665-0.65396i,0.65532+0.64796i,0.35629-0.14387i,-0.73409+0.21659i,0.65319+0.79564i,0.36336-0.14467i,-0.73099-0.29439i,0.14776+0.22144i,-0.21298+0.28858i,0.2122+0.28629i,-0.72438-0.72442i,0.65391+0.14411i,0.86803-0.21696i,-0.15393+0.21643i,-0.2918+0.79589i,-0.78985-0.1497i,0.15165+0.21289i,0.29192-0.7202i,0.27921+0.65057i,-0.72564-0.13842i,0.65175-0.29167i,-0.65003-0.79292i,-0.36613+0.15149i,0.22778-0.72029i,-0.72605-0.36089i,-0.3552+0.72797i,0.22253-0.65416i,-0.21793+0.64392i,-0.29158-0.1393i,-0.28285+0.21145i,-0.79431-0.2129i,-0.35808-0.29233i,2
1314,-0.56682+0.56494i,0.48839-0.48684i,-0.48225+0.48266i,0.48093+0.64821i,0.64823+0.63928i,0.639+0.6367i,0.63758-0.48946i,-0.48737-0.64594i,0.48532-0.63783i,0.64827-0.64431i,0.63809+0.48872i,0.63882-0.48816i,-0.49613-0.64728i,0.48569+0.49602i,-0.48154-0.48358i,0.48628+0.48174i,0.64755+0.64975i,0.64297+0.64193i,-0.48747-0.49046i,-0.64748+0.48584i,-0.63712-0.48472i,-0.63948-0.64828i,-0.64044+0.49607i,-0.64004+0.6468i,0.48807+0.64146i,0.64721+0.6446i,0.64213-0.49177i,-0.49352-0.64087i,0.48671+0.48787i,-0.4833+0.64691i,-0.65232+0.63661i,-0.63812+0.63826i,0.49291-0.49034i,-0.48191-0.64417i,-0.64699+0.49226i,0.49348-0.48195i,-0.48541-0.64137i,-0.65011+0.49328i,-0.63951+0.64658i,0.48898+0.64011i,0.64341-0.49384i,-0.49061+0.48369i,-0.65116-0.4834i,0.49619-0.6447i,-0.48747-0.63988i,0.48546-0.63609i,0.6444+0.49643i,0.63736-0.48203i,0.63823-0.64985i,-0.49615+0.49195i,0.4835+0.64718i,-0.48477-0.49539i,-0.64641+0.47988i,-0.63721+0.64877i,0.48956-0.49246i,-0.48491-0.64945i,-0.65042+0.49176i,0.49358+0.64601i,-0.48407+0.63902i,0.48428-0.48996i,-0.48288+0.48531i,-0.64753-0.48582i,0.4936-0.64563i,0.64666-0.64026i,-0.49363+0.49354i,-0.64427+0.64841i,0.4933-0.49523i,0.64538+0.48557i,-0.49108-0.48203i,0.48308-0.64608i,0.64521-0.63962i,0.64422+0.49022i,-0.49613+0.64569i,-0.64664-0.49173i,0.49267-0.64668i,-0.48257+0.48981i,-0.64303+0.64938i,-0.63739+0.63745i,-0.63643-0.49002i,0.49239+0.48377i,-0.48369+0.64767i,-0.64898+0.64237i,-0.63653+0.63954i,0.49204+0.63974i,0.64735-0.49079i,-0.49251-0.64875i,0.4808-0.6388i,0.64946+0.49213i,0.63969-0.48549i,0.63765+0.48409i,-0.48963-0.48722i,-0.65+0.48205i,0.49112-0.48348i,0.64594+0.48406i,-0.49727+0.64769i,0.48834+0.64401i,-0.48251+0.64077i,-0.6455-0.4913i,0.49444+0.48089i,0.64798-0.48191i,1
1315,-0.25209+0.25358i,0.21967+0.79323i,0.29159+0.86227i,-0.22081-0.15758i,0.21761-0.80024i,0.28897+0.1496i,0.78896+0.29264i,0.86205-0.72953i,-0.66202+0.646i,0.65172-0.6484i,0.36345+0.14066i,-0.22615-0.21396i,0.72234+0.2151i,0.35819+0.29198i,-0.73049-0.21818i,-0.36436+0.219i,0.22372+0.79526i,-0.21915+0.86014i,0.72157-0.15138i,-0.65243+0.21316i,-0.86804-0.72164i,0.1532+0.14522i,0.28681-0.71859i,-0.22131-0.36012i,0.72355-0.28453i,0.36019+0.21975i,-0.7315-0.7241i,0.65146-0.3577i,0.86913+0.73156i,-0.15499+0.8688i,-0.28692+0.34873i,0.21938+0.78961i,0.28771+0.35258i,-0.21967-0.2224i,-0.28689-0.79252i,-0.28636+0.65478i,0.22055-0.6488i,-0.21918-0.86905i,-0.29092-0.35183i,-0.28402-0.78653i,-0.79336-0.86383i,0.6576-0.85781i,-0.65124-0.85583i,0.14044-0.85823i,0.29255-0.86073i,-0.22239+0.15268i,-0.28747+0.79912i,0.22061+0.86003i,-0.72326-0.15175i,-0.86644+0.21407i,-0.35244-0.21599i,0.22495-0.79432i,0.28628+0.65722i,-0.72649-0.14315i,0.14398+0.71946i,0.79754+0.86614i,-0.65407+0.85433i,-0.87082+0.85566i,0.6612-0.1607i,0.86842+0.71964i,0.35407+0.86664i,-0.22023+0.34919i,0.72313+0.78906i,-0.65364-0.65326i,0.1432-0.36058i,-0.21261+0.72538i,-0.2903-0.14597i,0.21448-0.2904i,0.79822+0.72628i,-0.65442+0.35759i,0.14575-0.7305i,0.79637+0.65579i,0.35393-0.14367i,-0.7281+0.72205i,-0.86416-0.14508i,-0.85717-0.29289i,-0.3518+0.21886i,0.22292-0.22167i,0.79532+0.7255i,0.85986+0.35759i,0.35442+0.78738i,0.2856+0.35669i,0.79081+0.28434i,0.35344+0.79091i,0.28143-0.65972i,0.28784-0.35863i,0.79121-0.78945i,-0.14983+0.65062i,-0.79624-0.64601i,-0.86099+0.6494i,0.6595+0.87079i,-0.14249-0.15462i,-0.79957+0.21524i,0.15041+0.29156i,0.79861-0.72412i,0.85919+0.65273i,0.85817-0.64581i,-0.66142-0.86938i,-0.86779+0.15469i,-0.86101+0.79737i,2
1316,-0.61768+0.37075i,0.53474-0.56742i,-0.28104+0.038027i,-0.92194+0.88639i,0.25456-0.74536i,0.92285-0.0058072i,-0.7472+0.14645i,-0.74079+0.8803i,-0.20189+0.98436i,0.60588+0.7305i,0.94848-0.78872i,-0.01093-0.9882i,-0.88735-0.98097i,-0.48586-0.2391i,-0.1658-0.37812i,0.8503-0.91693i,-0.25486-0.73408i,0.56265-0.44981i,0.45965-0.66072i,0.41916-0.20803i,0.66905-0.62855i,0.94424+0.78163i,0.2392+0.24582i,-0.85282+0.87415i,0.74797+0.49028i,0.49542+0.16813i,-0.32685+0.63218i,-0.67235+0.45596i,0.53901-0.82047i,0.7069+0.49581i,-0.78285-0.28004i,0.24705-0.17913i,-0.31042+0.85028i,0.80808-0.0044692i,0.49-0.39429i,-0.81973-0.42124i,0.0012122+0.0721i,0.64006-0.10398i,0.45473+0.35418i,-0.81949+0.91191i,0.7419-0.0082703i,0.24661+0.59462i,0.38066-0.038812i,-0.074661-0.14422i,0.10494-0.38436i,0.63577+0.81384i,-0.28474+0.7389i,0.80958-0.78593i,0.98399-0.49544i,-0.25746-0.66154i,-0.91872+0.78289i,-0.73044+0.98478i,0.045677+0.73431i,-0.84057-0.78605i,0.25078-0.73648i,-0.06583-0.20314i,0.34844-0.88093i,0.42332-0.23966i,0.421+0.11485i,-0.81327-0.59881i,-0.23998+0.53116i,0.11217+0.45889i,-0.59867-0.81713i,0.53076-0.98861i,0.45897+0.50715i,0.91191-0.77521i,0.48821-0.99113i,-0.81932+0.013777i,0.25284-0.3497i,0.18421+0.070007i,-0.60245-0.59749i,0.28266+0.28493i,-0.31595+0.18065i,0.56429-0.8497i,-0.28446+0.0056325i,-0.91649+0.14689i,-0.4842-0.35576i,0.57574+0.81358i,-0.52363+0.24648i,0.033385-0.60615i,0.14423-0.2088i,0.38686-0.38433i,-0.56614-0.66998i,0.28332+0.2876i,0.42825-0.56219i,0.17253+0.52857i,0.87697-0.28355i,-0.0060348-0.1801i,0.099981+0.84983i,-0.10927-0.49834i,-0.88131+0.28316i,0.75108-0.80414i,0.74202-0.98397i,-0.046129-0.48526i,0.59929-0.65999i,0.20825+0.037995i,0.13924-0.59772i,-0.85374+0.28484i,-0.73595+0.17801i,-0.20141-0.85117i,3
1317,0.56416+0.56519i,-0.48918+0.64058i,-0.64678+0.64574i,-0.63997-0.48779i,-0.642+0.48276i,-0.64117-0.48211i,-0.64275-0.64521i,0.49006-0.63983i,-0.48261-0.64244i,-0.64339-0.63862i,0.49168+0.49524i,0.6464+0.64619i,0.64357-0.49744i,0.6391+0.48467i,0.63665-0.48438i,0.64216-0.64298i,0.63821+0.49188i,-0.49082-0.48948i,-0.64667-0.64941i,0.49319+0.49204i,-0.48249-0.4789i,-0.64214-0.64748i,0.49066+0.49067i,-0.48679+0.64869i,0.48382+0.63366i,-0.48181+0.64029i,0.4856+0.63888i,0.64611-0.48769i,0.63788+0.48346i,-0.49127+0.64765i,-0.64565-0.49276i,-0.64195-0.64882i,0.49225+0.48769i,0.64774-0.48094i,-0.49452-0.64425i,-0.64599-0.63775i,0.49544-0.64169i,-0.48666+0.49424i,0.48629-0.48323i,-0.48461-0.6539i,-0.64854+0.49343i,-0.64068+0.64397i,-0.64018-0.49043i,-0.63761+0.48383i,-0.64277+0.64978i,0.49246+0.63978i,0.64774-0.4951i,-0.48843+0.48505i,-0.64792-0.48425i,0.49199+0.48255i,-0.48267-0.48731i,0.48567+0.48682i,0.64922+0.65101i,0.64428-0.49113i,-0.49333-0.64612i,-0.64803-0.63411i,-0.6391+0.49358i,0.49141-0.47882i,-0.48624-0.65025i,0.48436-0.63877i,-0.48554+0.49265i,-0.65296+0.64747i,-0.64091-0.48803i,0.49365-0.64828i,0.64801-0.64058i,0.63951+0.49163i,-0.49245-0.48613i,-0.64693+0.48217i,-0.63846-0.48668i,-0.63957+0.48541i,0.49102+0.65249i,-0.48363-0.49097i,0.48327+0.48437i,0.64294-0.48631i,0.6374-0.64845i,0.64247+0.49225i,-0.4916-0.48569i,0.47844-0.64663i,0.65081-0.63954i,-0.4904+0.49125i,0.48551-0.48957i,0.64503+0.48771i,0.63704+0.64654i,-0.48722-0.49494i,-0.64805-0.64636i,-0.64148+0.49479i,-0.63933-0.48301i,0.49231+0.4842i,-0.48337-0.47962i,0.48254+0.48395i,0.64691-0.48127i,-0.49116+0.48357i,0.48273-0.48293i,0.64647-0.64484i,-0.49433+0.49404i,-0.64307-0.48674i,0.49029-0.64587i,-0.48264-0.63928i,0.48306+0.49027i,-0.48141+0.64855i,1
1318,-0.1227-0.12365i,0.3528-0.88375i,-0.0695-0.48882i,0.10902+0.080189i,-0.35381-0.84088i,-0.91398-0.24488i,-0.48349-0.13396i,-0.41689-0.63662i,-0.17116-0.45435i,0.35784-0.6642i,0.42351+0.53889i,0.66237-0.77424i,0.69778-0.24761i,-0.044716+0.11358i,0.099455-0.59722i,0.38791+0.038986i,-0.078391+0.64101i,-0.38885+0.20351i,-0.17032-0.1116i,0.10971+0.60016i,-0.59647-0.28267i,-0.21182+0.31285i,-0.87666-0.80658i,-0.23879+0.24825i,-0.87039+0.42568i,-0.73645+0.16925i,-0.44714+0.88514i,-0.17263-0.25326i,-0.14005+0.55725i,0.10783-0.27907i,-0.59975+0.56644i,0.041638-0.77254i,-0.84006+0.2449i,0.4935+0.92177i,0.95628+0.97782i,0.72937-0.25573i,-0.043323-0.18039i,0.59703+0.3549i,-0.2814+0.91522i,-0.92393+0.2383i,-0.23647+0.62693i,-0.38213-0.040437i,-0.17669-0.63953i,-0.38466-0.45255i,0.31816+0.32563i,0.67175-0.32047i,0.20722-0.91906i,0.38169-0.73543i,-0.56371+0.78332i,-0.95454-0.24789i,-0.48555-0.17864i,-0.90846-0.88172i,-0.48466-0.23917i,-0.66236-0.38363i,0.78185+0.57214i,-0.49659+0.45899i,0.77588-0.57553i,-2.1471e-05+0.53356i,-0.39194+0.70428i,-0.66834-0.5386i,-0.4516-0.70648i,0.56843+0.78536i,0.46078-0.49307i,-0.57017-0.45883i,-0.94746+0.3234i,-0.72999-0.31521i,0.044721+0.80967i,0.63475-0.24915i,0.94904-0.67493i,-0.25292-0.94271i,0.064717+0.74807i,0.14579+0.99015i,0.14099-0.50286i,-0.35154+0.5285i,-0.66609+0.70897i,0.29293+0.44967i,-0.06767-0.5706i,-0.63709-0.45871i,0.78023-0.90833i,-0.74265+0.50135i,-0.25048-0.52775i,0.6081-0.45869i,0.45551+0.076188i,-0.075606-0.84592i,0.10256+0.49775i,-0.59844+0.71236i,0.036344+0.44867i,-0.84441+0.16873i,0.74602+0.88202i,-0.73951-0.25216i,-0.98783-0.92357i,-0.97647+0.25162i,0.011657+0.17908i,0.14786-0.60272i,0.87893+0.035931i,0.98295+0.14684i,-0.25829-0.10703i,0.06704+0.60174i,-0.59462+0.20574i,0.53194+0.13467i,3
1319,0.25541-0.75786i,-0.21989+0.65652i,-0.79592-0.14517i,0.65836-0.2925i,-0.64716+0.21983i,0.6518-0.21719i,-0.64921+0.72418i,0.14328-0.6529i,0.29306+0.14418i,-0.72312+0.29496i,-0.3585+0.28905i,-0.78913+0.79194i,-0.867-0.15368i,-0.34789-0.29275i,0.22211+0.22372i,-0.216-0.72217i,0.72447-0.36202i,-0.14404+0.73149i,-0.79957-0.65232i,0.15083-0.87035i,-0.7196-0.85664i,0.14332-0.34864i,0.79955+0.22476i,-0.14673-0.21548i,-0.79872+0.21558i,-0.85959-0.21623i,-0.86172-0.79683i,-0.85657+0.65571i,-0.85525+0.86674i,-0.86354-0.66169i,0.15053-0.36101i,0.2964-0.28477i,-0.7289+0.21932i,-0.86584-0.21632i,0.15768-0.79724i,0.79854-0.85671i,0.86144+0.15086i,-0.66126-0.21446i,-0.86814+0.72266i,0.15296+0.8677i,-0.71881-0.1537i,0.14712+0.21038i,-0.7202-0.72087i,-0.36027-0.86618i,0.22636+0.66334i,-0.2207+0.87046i,-0.29348-0.15123i,-0.79217+0.21478i,0.65824-0.21585i,-0.14368-0.79392i,-0.79876+0.15242i,-0.35212-0.72164i,-0.788-0.86072i,0.14917+0.15219i,0.8008+0.80034i,0.85967-0.14936i,-0.66341-0.2937i,0.14338-0.79259i,0.79904-0.8626i,-0.15194+0.66075i,0.72187+0.3605i,0.86423+0.79042i,-0.15143+0.86138i,-0.79881-0.66307i,-0.85961+0.14545i,-0.3503+0.79854i,0.22343+0.86246i,-0.21662-0.1557i,-0.28828-0.79643i,0.72464-0.35189i,0.35426+0.22724i,0.78838+0.28866i,-0.65991-0.22123i,0.14002+0.21599i,0.79825+0.7937i,-0.65607-0.65677i,0.65025+0.14586i,0.86651-0.21261i,0.35277+0.2151i,-0.21947+0.28726i,0.21958+0.28925i,-0.72224-0.21996i,-0.86416+0.72406i,0.65751+0.35925i,-0.64908-0.22156i,0.14403-0.79486i,0.29052+0.65269i,0.28293-0.1427i,-0.72707+0.21496i,-0.86443-0.21379i,-0.35353+0.21879i,-0.28463-0.21514i,-0.79444+0.21614i,0.6535+0.79411i,0.87139+0.86099i,-0.15487+0.85902i,-0.295-0.66403i,0.7277-0.36191i,0.86364-0.78803i,-0.15242+0.6531i,2
1320,0.12574-0.12706i,-0.60158+0.84731i,-0.2092-0.74373i,-0.63-0.24969i,-0.20415+0.60153i,0.60087-0.28488i,-0.53034-0.92055i,-0.70357+0.74737i,-0.2055+0.24587i,0.60658+0.38589i,-0.77819-0.81532i,-0.98684-0.24351i,0.0068924+0.35738i,-0.59435+0.17556i,0.5328-0.60222i,0.21052+0.53019i,0.87868+0.95471i,-0.74933-0.50041i,-0.98787-0.45936i,0.25902+0.81464i,-0.80449-0.0051619i,0.74197-0.88631i,0.74477+0.74679i,-0.53843+0.74369i,0.77431-0.28868i,0.00059536+0.070137i,-0.14836+0.6377i,-0.38659-0.53185i,-0.17625+0.28026i,0.35927-0.80673i,-0.56418+0.74442i,0.037215+0.24909i,-0.59785-0.6071i,0.038401+0.78179i,0.88628-0.74331i,0.98166-0.2505i,0.73252-0.13372i,-0.28876-0.87766i,0.31422+0.25038i,0.67237+0.92052i,0.94777+0.48535i,0.73073+0.66743i,-0.045779+0.45178i,0.35113+0.66045i,-0.56799+0.70324i,-0.21097+0.69761i,-0.38267-0.53978i,0.81417+0.52862i,0.73807+0.45801i,-0.29471-0.076007i,0.80684-0.38984i,-0.4986+0.073957i,-0.95026+0.63727i,-0.72937-0.77676i,-0.44954-0.9894i,-0.91013+0.25598i,0.74805-0.80621i,-0.24429-0.74041i,0.80686-0.69835i,-0.49629+0.043676i,0.52498+0.88473i,0.45925+0.24127i,-0.083264+0.13283i,0.35254-0.60054i,-0.3175+0.77583i,0.56057-0.49124i,-0.28272+0.033603i,-0.42805+0.14886i,-0.42066+0.38566i,-0.41921-0.57136i,-0.91286+0.77736i,-0.48871+0.0015499i,-0.16708+0.10058i,0.11366-0.84268i,-0.59792+0.25119i,-0.45427+0.91836i,-0.17319+0.23396i,-0.62766-0.35352i,0.78036+0.56411i,-0.24731+0.95238i,0.068644+0.23934i,0.63578-0.60531i,-0.28596-0.94536i,-0.6758+0.74722i,-0.20353+0.74125i,0.60776+0.69795i,0.45606-0.042428i,-0.3217-0.88369i,0.81139-0.73258i,0.98565-0.94233i,0.97728+0.74751i,-0.25788-0.24627i,-0.91691+0.56034i,0.25587+0.70393i,-0.80944-0.78524i,-0.0015302-0.24847i,0.14901+0.60633i,0.14192-0.28143i,-0.35358+0.55958i,0.073821-0.53067i,3
1321,0.85823-0.61496i,0.24235+0.036224i,-0.10921-0.58962i,-0.87799+0.53282i,0.49998-0.27871i,-0.031196-0.17546i,-0.14489-0.38745i,-0.13487+0.56984i,0.35678+0.70488i,0.91973+0.44829i,0.24092+0.90691i,-0.11177-0.5035i,-0.63512+0.52286i,-0.94878-0.52874i,-0.73282+0.77588i,-0.45027+0.98679i,-0.90776+0.97827i,-0.48682-0.25773i,-0.4149-0.42427i,0.81508+0.5679i,0.74045-0.034291i,-0.045484+0.10571i,-0.88634+0.14059i,-0.73413+0.38608i,0.28919+0.91373i,-0.070238-0.0075453i,-0.6396-0.64087i,0.27981-0.94805i,-0.55817-0.486i,0.77658+0.073462i,-0.24766+0.39107i,0.31035+0.66629i,0.67066+0.20862i,-0.5366-0.84955i,-0.95188-0.24607i,-0.23616-0.13214i,0.60715+0.84556i,0.69887+0.98397i,0.69789-0.50508i,0.45098-0.95336i,0.66726+0.25766i,0.94735-0.56245i,-0.25245-0.95265i,-0.18262-0.4842i,0.84981+0.81682i,0.73672-0.49562i,0.69593+0.035795i,-0.78003-0.83712i,-0.74052-0.24301i,0.29526-0.38491i,-0.069142+0.31965i,-0.63805-0.81229i,-0.95039+0.49491i,-0.23696+0.70628i,0.60708-0.047108i,0.2098+0.84243i,0.13652+0.48785i,0.63621-0.32697i,0.69949-0.4252i,-0.044622-0.9149i,-0.63855+0.25697i,0.28855-0.069274i,-0.56477+0.34893i,-0.95429-0.31787i,0.75251+0.070422i,0.74373+0.88365i,0.45224-0.49815i,0.16638+0.5297i,-0.60121+0.4558i,-0.21142-0.32635i,0.60642-0.42421i,0.21142-0.90781i,0.3841+0.49974i,-0.072838-0.773i,-0.38478+0.24504i,-0.66324+0.91779i,0.78174-0.003598i,-0.73999-0.63755i,-0.49416+0.53376i,0.81864+0.21301i,-0.0029746-0.11076i,0.34697-0.63526i,0.42127+0.53346i,-0.32273+0.45763i,0.31513+0.90737i,0.42433+0.48815i,-0.56726+0.41822i,-0.70709+0.17515i,0.53468-0.60157i,0.21392-0.4544i,-0.84783+0.079998i,-0.24429-0.84186i,-0.37917+0.75102i,-0.91524-0.24568i,-0.24184+0.80673i,0.60901-0.49504i,0.20787+0.77371i,-0.84822-0.49825i,-0.98439-0.95636i,0.50472-0.73097i,3
